Long_Desc,NutrDesc,Nutr_Val,Amount,Msre_Desc,Gm_Wgt
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,6:0,0,0.5,cup,127
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,6:0,0,0.5,cup,123
Soup;  beef noodle;  canned;  condensed,6:0,0,0.5,cup,125
Soup;  vegetarian vegetable;  canned;  condensed,6:0,0,0.5,cup,126
Soup;  cheese;  canned;  condensed,6:0,0.064,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,6:0,0.004,0.5,cup,126
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,6:0,0,0.5,cup,95
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,6:0,0,0.5,cup,92
Soup;  beef broth bouillon and consomme;  canned;  condensed,6:0,0,0.5,cup,124
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,6:0,0.009,0.5,cup,124
Soup;  cream of celery;  canned;  condensed,6:0,0.04,0.5,cup,126
Peas;  green;  canned;  regular pack;  solids and liquids,6:0,0,0.5,cup,124
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,6:0,0,0.5,cup,78
Tomatoes;  crushed;  canned,6:0,0,0.5,cup,121
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,6:0,0.05,0.5,cup,142
Gelatin desserts;  dry mix;  prepared with water,6:0,0,0.5,cup,135
Potatoes;  baked;  flesh and skin;  with salt,6:0,0,0.5,cup,61
Egg custards;  dry mix;  prepared with 2% milk,6:0,0.038,0.5,cup,141
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,6:0,0.05,0.5,cup,147
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,6:0,0,0.5,cup,80
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,6:0,0.065,0.5,cup,140
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,6:0,0,0.5,cup,95
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,6:0,0,0.5,cup,91
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,6:0,0.04,0.5,cup,140
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,6:0,0.034,0.5,cup,128
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,6:0,0.032,0.5,cup,128
Desserts;  apple crisp;  prepared-from-recipe,6:0,0,0.5,cup,141
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,6:0,0,0.5,cup,117
Ice creams;  vanilla;  fat free,6:0,0,0.5,cup,67
Desserts;  flan;  caramel custard;  prepared-from-recipe,6:0,0.048,0.5,cup,153
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,6:0,0,0.5,cup,78
Ice creams;  vanilla;  rich,6:0,0.29,0.5,cup,107
Puddings;  tapioca;  dry mix;  prepared with 2% milk,6:0,0.032,0.5,cup,128
Puddings;  rice;  dry mix;  prepared with 2% milk,6:0,0.031,0.5,cup,128
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,6:0,0.065,0.5,cup,127
Egg custards;  dry mix;  prepared with whole milk,6:0,0.07,0.5,cup,141
Puddings;  rice;  dry mix;  prepared with whole milk,6:0,0.054,0.5,cup,128
Frozen yogurts;  vanilla;  soft-serve,6:0,0.1,0.5,cup,72
Puddings;  rice;  dry mix;  prepared with whole milk,8:0,0.031,0.5,cup,128
Frozen yogurts;  vanilla;  soft-serve,8:0,0.06,0.5,cup,72
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,8:0,0.018,0.5,cup,128
Peas;  green;  canned;  no salt added;  solids and liquids,8:0,0,0.5,cup,124
Egg custards;  dry mix;  prepared with whole milk,8:0,0.068,0.5,cup,141
Puddings;  tapioca;  dry mix;  prepared with 2% milk,8:0,0.018,0.5,cup,128
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),8:0,0,0.5,cup,126
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,8:0,0,0.5,cup,95
Puddings;  tapioca;  dry mix;  prepared with whole milk,8:0,0.032,0.5,cup,128
Ice creams;  vanilla;  rich,8:0,0.169,0.5,cup,107
Gelatin desserts;  dry mix;  prepared with water,8:0,0,0.5,cup,135
Desserts;  flan;  caramel custard;  prepared-from-recipe,8:0,0.048,0.5,cup,153
Asparagus;  canned;  regular pack;  solids and liquids,8:0,0,0.5,cup,122
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,8:0,0.002,0.5,cup,82
Ice creams;  vanilla;  fat free,8:0,0,0.5,cup,67
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,8:0,0.03,0.5,cup,147
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,8:0,0.064,0.5,cup,142
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,8:0,0.08,0.5,cup,140
Desserts;  egg custard;  baked;  prepared-from-recipe,8:0,0.065,0.5,cup,141
Spanish rice mix;  dry mix;  unprepared,8:0,0,0.5,cup,70
Potatoes;  baked;  flesh and skin;  with salt,8:0,0,0.5,cup,61
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,8:0,0.017,0.5,cup,128
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,8:0,0.03,0.5,cup,147
HEALTHY REQUEST;  Chicken with Rice;  condensed,8:0,0,0.5,cup,126
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,8:0,0,0.5,cup,117
Potato salad with egg,8:0,0.002,0.5,cup,125
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,8:0,0.065,0.5,cup,127
Puddings;  rice;  dry mix;  prepared with 2% milk,8:0,0.018,0.5,cup,128
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,8:0,0.03,0.5,cup,142
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,8:0,0,0.5,cup,80
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,8:0,0.065,0.5,cup,140
Egg custards;  dry mix;  prepared with 2% milk,8:0,0.019,0.5,cup,141
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,8:0,0.062,0.5,cup,127
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,8:0,0,0.5,cup,91
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,8:0,0,0.5,cup,78
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,8:0,0.09,0.5,cup,140
Desserts;  apple crisp;  prepared-from-recipe,8:0,0,0.5,cup,141
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,8:0,0.06,0.5,cup,147
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,8:0,0.05,0.5,cup,147
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,8:0,0,0.5,cup,80
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,8:0,0,0.5,cup,78
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,8:0,0,0.5,cup,127
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,8:0,0,0.5,cup,91
Lotus root;  cooked;  boiled;  drained;  without salt,8:0,0,0.5,cup,60
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,8:0,0,0.5,cup,78
Soup;  beef broth bouillon and consomme;  canned;  condensed,8:0,0,0.5,cup,124
Soup;  chicken vegetable;  canned;  condensed,8:0,0,0.5,cup,121
Soup;  cheese;  canned;  condensed,8:0,0.035,0.5,cup,124
Soup;  chicken with rice;  canned;  condensed,8:0,0,0.5,cup,126
Soup;  vegetable with beef broth;  canned;  condensed,8:0,0,0.5,cup,123
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,8:0,0,0.5,cup,123
Soup;  vegetable;  canned;  low sodium;  condensed,8:0,0,0.5,cup,126
Peas and carrots;  frozen;  unprepared,8:0,0,0.5,cup,70
Potatoes;  baked;  flesh;  without salt,8:0,0,0.5,cup,61
Asparagus;  cooked;  boiled;  drained,8:0,0,0.5,cup,90
Soup;  vegetarian vegetable;  canned;  condensed,8:0,0,0.5,cup,126
Soup;  clam chowder;  new england;  canned;  condensed,8:0,0,0.5,cup,126
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,8:0,0,0.5,cup,124
Peas;  green;  canned;  regular pack;  solids and liquids,8:0,0,0.5,cup,124
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,8:0,0,0.5,cup,78
Caribou;  hind quarter;  meat;  cooked (Alaska Native),8:0,0,0.5,cup,66
Ice cream;  soft serve;  chocolate,8:0,0.13,0.5,cup,86
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,8:0,0,0.5,cup,92
Soup;  cream of mushroom;  canned;  condensed,8:0,0.003,0.5,cup,126
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,8:0,0.009,0.5,cup,68
Soup;  cream of celery;  canned;  condensed,8:0,0.02,0.5,cup,126
Soup;  vegetable beef;  canned;  condensed,8:0,0,0.5,cup,126
Soup;  chicken noodle;  canned;  condensed,8:0,0,0.5,cup,124
Tomatoes;  crushed;  canned,8:0,0,0.5,cup,121
Cheese;  ricotta;  part skim milk,8:0,0.073,0.5,cup,124
Turnip greens;  canned;  solids and liquids,8:0,0.001,0.5,cup,117
Soup;  beef noodle;  canned;  condensed,8:0,0,0.5,cup,125
Cereals;  QUAKER;  Quick Oats;  Dry,8:0,0,0.5,cup,40
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,8:0,0,0.5,cup,95
Soup;  bean with pork;  canned;  condensed,8:0,0,0.5,cup,130
Soup;  chicken mushroom;  canned;  condensed,8:0,0,0.5,cup,124
Asparagus;  cooked;  boiled;  drained;  with salt,8:0,0,0.5,cup,90
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,8:0,0,0.5,cup,80
Soup;  cream of potato;  canned;  condensed,8:0,0.02,0.5,cup,124
Cheese;  ricotta;  whole milk,8:0,0.119,0.5,cup,124
Tomato products;  canned;  sauce;  with herbs and cheese,8:0,0.003,0.5,cup,122
Soup;  cream of onion;  canned;  condensed,8:0,0.01,0.5,cup,126
Soup;  pea;  green;  canned;  condensed,8:0,0.02,0.5,cup,128
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,8:0,0.005,0.5,cup,124
Fat free ice cream;  no sugar added;  flavors other than chocolate,8:0,0,0.5,cup,68
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,10:0,0.07,0.5,cup,147
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,10:0,0,0.5,cup,117
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,10:0,0.065,0.5,cup,127
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,10:0,0.042,0.5,cup,128
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,10:0,0.001,0.5,cup,78
Ice creams;  vanilla;  fat free,10:0,0,0.5,cup,67
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,10:0,0.001,0.5,cup,78
Potatoes;  baked;  flesh and skin;  with salt,10:0,0.001,0.5,cup,61
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,10:0,0.12,0.5,cup,140
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,10:0,0.07,0.5,cup,142
Desserts;  egg custard;  baked;  prepared-from-recipe,10:0,0.065,0.5,cup,141
Potato salad with egg,10:0,0.002,0.5,cup,125
Puddings;  tapioca;  dry mix;  prepared with 2% milk,10:0,0.041,0.5,cup,128
Puddings;  rice;  dry mix;  prepared with whole milk,10:0,0.07,0.5,cup,128
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,10:0,0.002,0.5,cup,82
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,10:0,0.065,0.5,cup,140
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,10:0,0.06,0.5,cup,147
Frozen yogurts;  vanilla;  soft-serve,10:0,0.14,0.5,cup,72
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,10:0,0,0.5,cup,95
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,10:0,0,0.5,cup,123
Caribou;  hind quarter;  meat;  cooked (Alaska Native),10:0,0,0.5,cup,66
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,10:0,0.042,0.5,cup,128
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,10:0,0.064,0.5,cup,142
Tomatoes;  crushed;  canned,10:0,0,0.5,cup,121
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,10:0,0,0.5,cup,127
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,10:0,0,0.5,cup,80
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,10:0,0.09,0.5,cup,147
Peas;  green;  canned;  no salt added;  solids and liquids,10:0,0,0.5,cup,124
Desserts;  apple crisp;  prepared-from-recipe,10:0,0,0.5,cup,141
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,10:0,0,0.5,cup,80
Desserts;  flan;  caramel custard;  prepared-from-recipe,10:0,0.048,0.5,cup,153
Spanish rice mix;  dry mix;  unprepared,10:0,0,0.5,cup,70
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,10:0,0,0.5,cup,91
Puddings;  tapioca;  dry mix;  prepared with whole milk,10:0,0.072,0.5,cup,128
Puddings;  rice;  dry mix;  prepared with 2% milk,10:0,0.04,0.5,cup,128
Egg custards;  dry mix;  prepared with whole milk,10:0,0.07,0.5,cup,141
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,10:0,0.09,0.5,cup,140
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,10:0,0.07,0.5,cup,147
Egg custards;  dry mix;  prepared with 2% milk,10:0,0.047,0.5,cup,141
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,10:0,0.001,0.5,cup,78
Potatoes;  baked;  flesh;  with salt,10:0,0.001,0.5,cup,61
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,10:0,0.062,0.5,cup,127
Gelatin desserts;  dry mix;  prepared with water,10:0,0,0.5,cup,135
Ice creams;  vanilla;  rich,10:0,0.38,0.5,cup,107
Tomato products;  canned;  sauce;  with herbs and cheese,10:0,0.006,0.5,cup,122
Turnip greens;  canned;  solids and liquids,10:0,0.002,0.5,cup,117
Cheese;  ricotta;  whole milk,10:0,0.229,0.5,cup,124
Soup;  cheese;  canned;  condensed,10:0,0.074,0.5,cup,124
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,10:0,0,0.5,cup,92
Soup;  chicken noodle;  canned;  condensed,10:0,0,0.5,cup,124
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,10:0,0.011,0.5,cup,124
Soup;  beef broth bouillon and consomme;  canned;  condensed,10:0,0,0.5,cup,124
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,10:0,0,0.5,cup,91
Soup;  cream of potato;  canned;  condensed,10:0,0.04,0.5,cup,124
Soup;  chicken with rice;  canned;  condensed,10:0,0,0.5,cup,126
Asparagus;  cooked;  boiled;  drained,10:0,0,0.5,cup,90
Soup;  vegetable beef;  canned;  condensed,10:0,0,0.5,cup,126
Ice cream;  soft serve;  chocolate,10:0,0.3,0.5,cup,86
Soup;  clam chowder;  new england;  canned;  condensed,10:0,0.001,0.5,cup,126
Peas;  green;  canned;  regular pack;  solids and liquids,10:0,0,0.5,cup,124
Soup;  vegetable with beef broth;  canned;  condensed,10:0,0,0.5,cup,123
Lotus root;  cooked;  boiled;  drained;  without salt,10:0,0,0.5,cup,60
Peas and carrots;  frozen;  unprepared,10:0,0,0.5,cup,70
Potatoes;  hash brown;  frozen;  plain;  unprepared,10:0,0.004,0.5,cup,105
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),10:0,0,0.5,cup,126
Soup;  vegetarian vegetable;  canned;  condensed,10:0,0,0.5,cup,126
Soup;  chicken vegetable;  canned;  condensed,10:0,0,0.5,cup,121
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,10:0,0,0.5,cup,95
Cereals;  QUAKER;  Quick Oats;  Dry,10:0,0,0.5,cup,40
HEALTHY REQUEST;  Chicken with Rice;  condensed,10:0,0,0.5,cup,126
Asparagus;  cooked;  boiled;  drained;  with salt,10:0,0,0.5,cup,90
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,10:0,0.001,0.5,cup,78
Fat free ice cream;  no sugar added;  flavors other than chocolate,10:0,0,0.5,cup,68
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,10:0,0.018,0.5,cup,68
Soup;  cream of onion;  canned;  condensed,10:0,0.03,0.5,cup,126
Soup;  beef noodle;  canned;  condensed,10:0,0,0.5,cup,125
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,10:0,0,0.5,cup,124
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,10:0,0.001,0.5,cup,78
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,10:0,0.001,0.5,cup,78
Soup;  pea;  green;  canned;  condensed,10:0,0.04,0.5,cup,128
Soup;  bean with pork;  canned;  condensed,10:0,0.02,0.5,cup,130
Soup;  vegetable;  canned;  low sodium;  condensed,10:0,0,0.5,cup,126
Cheese;  ricotta;  part skim milk,10:0,0.151,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,10:0,0.008,0.5,cup,126
Asparagus;  canned;  regular pack;  solids and liquids,10:0,0,0.5,cup,122
Potatoes;  baked;  flesh;  without salt,10:0,0.001,0.5,cup,61
Soup;  chicken mushroom;  canned;  condensed,10:0,0.007,0.5,cup,124
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,10:0,0,0.5,cup,80
Soup;  cream of celery;  canned;  condensed,10:0,0.05,0.5,cup,126
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,12:0,0.064,0.5,cup,127
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,12:0,0.067,0.5,cup,140
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,12:0,0.001,0.5,cup,80
Frozen yogurts;  vanilla;  soft-serve,12:0,0.16,0.5,cup,72
Ice creams;  vanilla;  rich,12:0,0.425,0.5,cup,107
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,12:0,0.25,0.5,cup,147
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,12:0,0.08,0.5,cup,147
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,12:0,0,0.5,cup,91
Puddings;  tapioca;  dry mix;  prepared with whole milk,12:0,0.081,0.5,cup,128
Caribou;  hind quarter;  meat;  cooked (Alaska Native),12:0,0,0.5,cup,66
Desserts;  egg custard;  baked;  prepared-from-recipe,12:0,0.067,0.5,cup,141
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,12:0,0.066,0.5,cup,142
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,12:0,0.047,0.5,cup,128
Egg custards;  dry mix;  prepared with whole milk,12:0,0.072,0.5,cup,141
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,12:0,0.003,0.5,cup,78
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,12:0,0.003,0.5,cup,78
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,12:0,0.002,0.5,cup,82
Potatoes;  baked;  flesh;  with salt,12:0,0.003,0.5,cup,61
Egg custards;  dry mix;  prepared with 2% milk,12:0,0.052,0.5,cup,141
Desserts;  apple crisp;  prepared-from-recipe,12:0,0,0.5,cup,141
Puddings;  rice;  dry mix;  prepared with whole milk,12:0,0.079,0.5,cup,128
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,12:0,0.46,0.5,cup,140
Turnip greens;  canned;  solids and liquids,12:0,0.002,0.5,cup,117
Peas;  green;  canned;  no salt added;  solids and liquids,12:0,0,0.5,cup,124
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),12:0,0,0.5,cup,126
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,12:0,0.42,0.5,cup,140
Puddings;  rice;  dry mix;  prepared with 2% milk,12:0,0.045,0.5,cup,128
Ice creams;  vanilla;  fat free,12:0,0,0.5,cup,67
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,12:0,0.08,0.5,cup,142
Potato salad with egg,12:0,0,0.5,cup,125
Gelatin desserts;  dry mix;  prepared with water,12:0,0,0.5,cup,135
Soup;  beef broth bouillon and consomme;  canned;  condensed,12:0,0,0.5,cup,124
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,12:0,0.08,0.5,cup,147
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,12:0,0.067,0.5,cup,127
Puddings;  tapioca;  dry mix;  prepared with 2% milk,12:0,0.046,0.5,cup,128
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,12:0,0,0.5,cup,95
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,12:0,0.003,0.5,cup,78
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,12:0,0,0.5,cup,117
